text,category
move forward ten minutes in this podcast,play_podcasts
horoscope,general_quirky
can you tell me a nice joke,general_joke
i'd like to hear what i have just said again.,general_repeat
what is the temperature in indianapolis indiana,qa_factoid
you got that perfectly.,general_affirm
louder volume please,audio_volume_up
what is my next event,calendar_query
why did gotse shoot mahatma gandhi,qa_factoid
i like jazz,music_likeness
is my alarm set,alarm_query
how can i cook pizza,cooking_recipe
what is the definition of forensic,qa_definition
flag me an uber for ten pm tonight,transport_taxi
is there any construction on route sixty six,transport_traffic
how old is clint eastwood,qa_factoid
map out a route from here to abita brew pub,transport_query
let me know today's date in american format,datetime_query
what is ten divided by five,qa_maths
are there any news regarding our president on facebook today,social_query
tell me more about that concert,general_quirky
where can i use this word,qa_definition
my new health check up new list,lists_createoradd
does olive garden have take out,takeaway_query
what is the sensex and nifty points for today,qa_stock
what are john's contact details,email_querycontact
can you turn off the living room lights,iot_hue_lightoff
turn all lights off during the day,iot_hue_lightoff
switch off the plug point,iot_wemo_off
could you please confirm the details.,general_confirm
start the vacuum,iot_cleaning
play power one oh two point three,play_radio
do i have any new emails from dan,email_query
remove calendar events for this week,calendar_remove
call peking garden,takeaway_order
i need some coffee please,iot_coffee
please send me info on how to go about purchasing a train ticket to new york,transport_query
book an uber for one hour from now,transport_taxi
how are my stocks doing today,qa_stock
let me hear a joke,general_joke
what movies is kevin spacey in,qa_factoid
mention the time in canada now,datetime_query
turn the lights blue,iot_hue_lightchange
play me some melody song,play_music
tell me what i said one more time again please.,general_repeat
how much does bde cost,qa_stock
decrease brightness of lights,iot_hue_lightdim
change your colors to green,iot_hue_lightchange
doesn't really matter to me.,general_dontcare
how's the weather like in beijing,weather_query
logan,recommendation_movies
can you suggest a good drama for me to watch,recommendation_movies
what do you mean by it.,general_explain
convert eight thirty from gtm four to g. m. t. five thirty,datetime_convert
can you turn off the lights,iot_hue_lightoff
list and play all theory podcasts under ten min,play_podcasts
adjust light when i get home,iot_hue_lightchange
"that's useful, musch appreciated, olly.",general_praise
where is the nearest atm machine,recommendation_locations
can you speak quieter please,audio_volume_down
mute for fifteen minutes,audio_volume_mute
please check new email from andy,email_query
set wake up Thursday seven am,alarm_set
create a playlist,lists_createoradd
cut off the bathroom lights,iot_hue_lightoff
how many lists do i have,lists_query
do not speak today,audio_volume_mute
am i busy on Wednesday evening,calendar_query
tell me how to cook meatballs,cooking_recipe
when does the train from kansas city to iowa leave,transport_query
what is the plot of the most recent will smith movie,qa_factoid
brew me a cup of coffee,iot_coffee
would not really mind.,general_dontcare
thursday at three pm there is a teachers meeting i need to be reminded of,calendar_set
will it be raining on thursday,weather_query
set my calendar for an alarm at five pm tuesday,alarm_set
what does session mean,qa_definition
please add complaint about the service in tweet to olive garden,social_post
my party list,lists_query
please set alarm for all days,alarm_set
hey check emails,email_query
confirm detail please.,general_confirm
write an email to luke asking how the weather will be this coming week,email_sendemail
i'd like you check what i last said please.,general_confirm
eight hundred and eighty nine fm please,play_radio
send a request to martin,email_sendemail
you didn't say my name right.,general_negate
kill all the frogs you see,general_quirky
what day is the meeting on,calendar_query
let's play you'll be the keeper and never change position,play_game
hoover the hallway,iot_cleaning
what temperature do you bake a potato,cooking_recipe
set a reminder for twelve thirty meeting with the boss,calendar_set
"s1, please once again clarify to me.",general_explain
set track twenty eight in music player on repeat,music_settings
what do i need to make lamb pathia,cooking_recipe
play music in library,play_music
"i don't mind for any one, olly.",general_dontcare
get me resume of best seller audio book this month,play_audiobook
what shops are round here,recommendation_locations
is it going to rain in seattle today,weather_query
what is hurricane,qa_definition
please lower the lights,iot_hue_lightdim
i'm sorry.,general_repeat
how often does the train arrive and depart from penn station,transport_query
anything is ok for me.,general_dontcare
can you change the lights to white,iot_hue_lightchange
anything would be fine with me.,general_dontcare
give me the news on donald trump,news_query
train to athens how to,transport_query
remove lunch with co workers on thursday,lists_remove
make a note please i like modern alternative rock music,music_likeness
call mom,email_querycontact
"olly that is all, just cancel.",general_commandstop
turn speaker volume down,audio_volume_down
can you remind my next meeting with my boss one hour before it will happen,calendar_set
further explain.,general_explain
how to cook spaghetti squash,cooking_recipe
Please lower the volume,audio_volume_down
try to play old nineties classic music,play_music
this song is too good,music_likeness
want to play a game,play_game
turn off the fan in the master bedroom,iot_wemo_off
it is too bright in here dim the lights,iot_hue_lightdim
what is happening in the area,recommendation_events
find out if the restaurant does takeaway orders,takeaway_query
silent mode,audio_volume_mute
how old is rihanna,qa_factoid
what alarms are set,alarm_query
post i am happy to facebook,social_post
who recently posted on social media,social_query
please add one plus one,qa_maths
give a hand to this game,play_game
buy a train ticket to cleveland for april fourteenth,transport_ticket
will you explain me about the last sentence further please.,general_explain
remove the list of person starting from letter m in my contact list,lists_remove
origin of word,qa_definition
what movies are going around me,recommendation_movies
book uber from my home,transport_taxi
delete meeting,calendar_remove
please recommend a restaurant in seattle,recommendation_locations
give me the time in london,datetime_query
what is the email sent by this contact read,email_query
good night lights off,iot_hue_lightoff
would you please check that.,general_confirm
next i want to hear shinedown,play_music
wonderful response to command.,general_affirm
currency conversion of u. s. d. and eur,qa_currency
"oh it is nice one, olly.",general_praise
display available lists,lists_query
is the song by shakira,music_query
increase light,iot_hue_lightup
open the weather app,weather_query
email tom,email_sendemail
cancel the alarm at four am ten pm,alarm_remove
what does pro bono mean,qa_definition
what is the current traffic situation,transport_traffic
what is happening in the world news,news_query
set the lights on blue,iot_hue_lightchange
today how many alarms do i have set,alarm_query
can you remove my to do list,lists_remove
book train best deal,transport_ticket
the current news,news_query
latest updates,news_query
olly just stop please.,general_commandstop
add practice to calendar on feb four at king's park at two pm,calendar_set
i am sorry but i think you're incorrect.,general_negate
the meeting with justin and katrina has been changed put it on thursday,calendar_set
can i know what i on the list,lists_query
use vacuum cleaner in the hall,iot_cleaning
tweet @wendys that i don't like their product,social_post
i will no longer be joining mom for lunch tomorrow,calendar_remove
give me a current traffic report,transport_traffic
i love anything by elton john,music_likeness
you've done that right.,general_praise
lights down to seven,iot_hue_lightdim
can you make coffee,iot_coffee
what is the time in ajmer,datetime_query
what is the fastest route to town,transport_traffic
switch off the light,iot_hue_lightoff
lights off bathroom,iot_hue_lightoff
please dim the overhead lights,iot_hue_lightdim
help me find transportation to the mall of america,transport_taxi
what is the month day and year,datetime_query
i am sorry but you got that incorrectly.,general_negate
reshuffle and play music,play_music
Show geographic location of pyramids,qa_factoid
snooze all today's alarms permanently,alarm_remove
remind me tomorrow at four about an event,calendar_set
tell me starting phrase of this music,music_query
hi olly please remove the birthday event on coming sunday,calendar_remove
need a hot coffee,iot_coffee
open davinci code audiobook,play_audiobook
tell me some joke,general_joke
i want to listen some music play a radio station,play_radio
show me the stock prices of target today,qa_stock
convert one euros to us dollars,qa_currency
"s1, please elaborate me on your answer further.",general_explain
save new email addresses to my contacts,email_addcontact
it's too bright in here can you turn a light off,iot_hue_lightoff
can you turn off the smart socket,iot_wemo_off
can you change the colour to red,iot_hue_lightchange
play football with me,play_game
name the singer,music_query
what do i need to get done today,lists_query
order a large pan pizza with ham and mushrooms from pizza hut,takeaway_order
tell me the email address for aunt ruth,email_querycontact
please turn my speakers on google,audio_volume_up
can you see if john has replied to my email yet,email_query
that was nice one.,general_praise
i need some sushi what's closest,recommendation_locations
stock details,qa_stock
what were the first number of email subjects i got today,email_query
fb stocks,qa_stock
"dammit, that's not what i said.",general_negate
would you please confirm the last thing i said.,general_confirm
start a match of chess,play_game
add new email to my contacts macs@gmail dot com,email_addcontact
switch on the green light in playroom,iot_hue_lightchange
repeat jazz,music_settings
show local events,recommendation_events
increase volume by two levels,audio_volume_up
turn the volume off,audio_volume_mute
i like the songs of yeshudas please play it,music_likeness
how to make cheesecake,cooking_recipe
where jackie chan currently live,qa_factoid
@nikesupport i need some assistance regarding some shoes i bought last week,social_post
can you elaborate me on your answers again.,general_explain
when is my next appointment with dr smith,calendar_query
remind me every year on this date of,calendar_set
what is the current date today,datetime_query
make me a coffee please,iot_coffee
need a taxi tomorrow at eight in the morning,transport_taxi
share me a joke,general_joke
order a latte from starbucks,iot_coffee
please check last thing said.,general_confirm
i want to listen to the radio,play_radio
do i have a number for jerry,email_querycontact
is there a contact named allen in my list,email_querycontact
open music player settings,music_settings
please turn off only right side light,iot_hue_lightoff
how do i subtract four from two,qa_maths
who's playing this,music_query
convert eastern time to western time,datetime_convert
give me the definition of formidable,qa_definition
at what time have you set alarm for me,alarm_query
get me some food,takeaway_order
can you be my best friend,general_quirky
i can't hear you,audio_volume_up
start cleaner,iot_cleaning
do you know math,qa_maths
"it's useful,, olly.",general_praise
please check and confirm the command.,general_confirm
lets have a break for five minutes,play_audiobook
get me a coffee,iot_coffee
list the games you can play with me,play_game
delete butterfly clips from my wish list,lists_remove
can you play the next podcast,play_podcasts
can i see the previous episode,play_podcasts
turn the lights blue at three pm,iot_hue_lightchange
please say the following on facebook,social_post
turn off the light in the bathroom,iot_hue_lightoff
whats the dow jones at today,qa_stock
show me the time in new york city,datetime_query
don't let me forget tomorrow's meeting with sheila,calendar_set
what is happening tomorrow,recommendation_events
tell me the soup of the day at panera bread restaurant,takeaway_query
i want you to turn off the plug socket before the cellphone is charged,iot_wemo_off
"hmm, i think incorrect answer.",general_negate
exchange rate between dollar and mexican peso,qa_currency
book me a train ticket to newcastle,transport_ticket
please increase the volume,audio_volume_up
please create a new list,lists_createoradd
do i have any emails from robert,email_query
what alarms are set for this week,alarm_query
please will you speak once again.,general_repeat
please confirm my last instruction.,general_confirm
can i have timing of keral express,transport_query
ted talks,play_podcasts
does mr t have a family,general_quirky
ticket for bombay,transport_ticket
start over the book legacy,play_audiobook
tweet to consumer service that they should strive to be more accommodating,social_post
add the post office to my list of errands for Saturday,lists_createoradd
quick meals,cooking_recipe
which song is currently playing,music_query
send a tweet to esurance to say i hate you,social_post
let's suck out the dust,iot_cleaning
mute for one hour,audio_volume_mute
i want to listen daily to this song,music_likeness
order spaghetti from spaghetti warehouse to bring home,takeaway_order
reduce the strength of the bedroom lights,iot_hue_lightdim
any festivals in town at this time or in the coming week,recommendation_events
what's happening in news express,news_query
can you activate the vacuum to clean the house,iot_cleaning
"that's wonderful work, thank you.",general_praise
switch on the plug,iot_wemo_on
give me new york's current time,datetime_query
i like you check it please.,general_confirm
what should i watch today,recommendation_movies
check to see if my mom sent me any emails,email_query
i need the current dart rail schedule from west irving station to north lake college,transport_ticket
remove any kind of list,lists_remove
convert g. m. t. to ist,datetime_convert
would you do it again please.,general_repeat
stock price for apple,qa_stock
make the lights in my home yellow,iot_hue_lightchange
check last thing i said.,general_confirm
would you please check the detail.,general_confirm
i am the living blues,music_likeness
will it be good to buy nike stock today,qa_stock
how do i make meal,cooking_recipe
make this my favorite,music_likeness
can i get an uber home from the fox downtown as soon as possible,transport_taxi
shut up.,general_commandstop
store my contacts,email_addcontact
rahul marriage reminder,calendar_query
i need to book a train ticket from mumbai to goa,transport_ticket
book a train ticket from orlando to chicago,transport_ticket
give me the exchange rate between united states dollar and indian rupee,qa_currency
do you have the mailing address for the electric company,email_querycontact
please check and confirm command.,general_confirm
how many lists do i have in contacts,lists_query
mute the speakers,audio_volume_mute
wikipedia page about sean connery,qa_factoid
turn off my wemo plug socket now,iot_wemo_off
that is unimportant.,general_dontcare
did i leave the light on in the garage,iot_hue_lightoff
please explain me more on what you said.,general_explain
what does tacobell stand for,qa_definition
please turn on my wemo plug socket,iot_wemo_on
please run the vacuum,iot_cleaning
let me laugh hearing some good joke,general_joke
can you make me a cup of coffee,iot_coffee
has anyone tagged me in a photo on facebook,social_query
yeah great response to command.,general_affirm
what is the average speed on main highway,transport_traffic
let me know up and down in stock price of this company stock,qa_stock
"that's enough, just cancel it.",general_commandstop
do you know of any good free knitting patterns,general_quirky
please explain space,general_quirky
latest news on traffic at my current location,transport_traffic
please turn on my coffee pot,iot_coffee
how many emails have i got since yesterday,email_query
create an alarm for five pm,alarm_set
please give me details of allen from my contact,email_querycontact
current time new york,datetime_query
locate me the amazon restaurants,recommendation_locations
play radio disney,play_radio
keep quiet,audio_volume_mute
by ten to eleven am daily start my vacuum cleaner,iot_cleaning
what will be the weather on monday this week,weather_query
delete my alarm for eight am,alarm_remove
please turn off the lights in patio,iot_hue_lightoff
tell me a joke about aliens,general_joke
alarm,alarm_set
if idle then turn off else turn on,iot_wemo_off
resume the two towers,play_audiobook
call and order pizza for delivery,takeaway_order
could you please confirm if leonardo is married,qa_factoid
how do i braise a pork loin,cooking_recipe
play all songs by metallica on shuffle,play_music
does the nearby dominos have delivery,takeaway_query
unmute,audio_volume_up
will you have the vacuum start cleaning,iot_cleaning
what are the definitions of orange,qa_definition
can i get the definition to ambulance,qa_definition
schedule pizza takeout for seven pm,takeaway_order
search for podcasts that cover men's issues,play_podcasts
whatever the next event is in the calendar delete it,calendar_remove
how many alarms have i set,alarm_query
find and order domino pizza at nearest store of domino,takeaway_order
siri what is the definition of ziggurat,qa_definition
what's new on facebook,social_query
remove my earliest alarm for tomorrow,alarm_remove
today wore me out,general_quirky
switch the lights off,iot_hue_lightoff
change my light color to yellow,iot_hue_lightchange
set the living room lights to fifty percent,iot_hue_lightchange
has it been a busy day,general_quirky
remind me on fifth march of every year to arrange wedding anniversary presents,calendar_set
can you notify the event in my calendar,calendar_set
reviews of the restaurants,takeaway_query
how big is the tower of london,qa_factoid
yeah wonderful.,general_affirm
look up movies near me,recommendation_movies
is there anything i need to know before i activate the robot vacuum cleaner,iot_cleaning
do i have a party tomorrow save on my calendar,calendar_query
turn the lights down a bit,iot_hue_lightdim
please lower the lights a little bit,iot_hue_lightdim
may i know the time in london,datetime_query
find local shops,recommendation_locations
turn off the lamp in the living room,iot_hue_lightoff
dim lights in living room,iot_hue_lightdim
what are some local events,recommendation_events
how to go to multi specialty hospital,transport_query
hey does open sesame do take out,takeaway_query
decrease volume to very soft,audio_volume_down
show me my latest social media activity,social_query
raise the volume to fifty,audio_volume_up
what country was einstein from,qa_factoid
tell me if my alarm is set for the morning,alarm_query
delete all of my appointments with dr smith this week,calendar_remove
search schedules for this week,calendar_query
what is the traffic situation right in broadway street,transport_traffic
"s2, i was not so clear about what you said now.",general_explain
give me the weekly weather near me,weather_query
doesn't really matter with me.,general_dontcare
show trains and time to ny,transport_query
where is the best pizza on sixth street,recommendation_locations
what movies are playing at carmike cinemas,recommendation_movies
yes exact response.,general_affirm
fix the driving route from here to grant market,transport_query
"have no idea for which to select, olly.",general_dontcare
set an alarm for two hours from now,alarm_set
it has a meaning of rhythm,general_quirky
next episode please,play_podcasts
how big is the grand canyon,qa_factoid
"i have no idea regarding to what to do, olly.",general_dontcare
play songs by adele,play_music
play old fashioned christmas music,play_music
what is the funniest joke ever,general_joke
what is the exchange rate of rupee for dollar,qa_currency
switch up the color of the lights in the house,iot_hue_lightup
closest chipotle,takeaway_order
you have done task all wrong.,general_negate
erase my grocery list,lists_remove
can you book a train ticket for my mother,transport_ticket
please check and tell me where is the location of toms new business,email_querycontact
do not really bother.,general_dontcare
how much do you know about me,general_quirky
please open go fish game and play it with me,play_game
i think you did not get this right.,general_negate
currency converter please,qa_currency
compose a mail for jack,email_sendemail
what is your best joke,general_joke
delete appointment at time,calendar_remove
please play the song joy to the world,play_music
book for me a train ticket to california,transport_ticket
"s1, would you further elaborate to me please.",general_explain
would you go check my emails for me,email_query
house lights blue,iot_hue_lightchange
could you clarify further on what you said now to me please.,general_explain
go to the podcast and play the next episode in friends,play_podcasts
what a sunny day,weather_query
please speak up,audio_volume_up
get me news on trump,news_query
mute the settings,audio_volume_mute
do coffee,iot_coffee
tell me if i should use the train or bus to get across town today,transport_query
repurchase last train ticket to phillyx,transport_ticket
what do you suggest that i watch this weekend,recommendation_movies
yeah fantastic response to the command.,general_affirm
change the music mode to rock,music_settings
volume down,audio_volume_down
turn off the room lights,iot_hue_lightoff
home town weather,weather_query
find a recipe that uses ground beef and zucchini,cooking_recipe
did angelina jolie leave brad pitt,qa_factoid
give me the exchange rate between united states dollar and japanese yen,qa_currency
usa today headlines,news_query
what's the exchange rate between the us dollar and the euro,qa_currency
please unmute the settings,audio_volume_up
where is the closest bar,recommendation_locations
play anything new from my podcast subscriptions,play_podcasts
brighten up the room,iot_hue_lightup
what date is the third friday of this month,datetime_query
what is the time difference between california and new york,datetime_convert
tell me if taco bell delivers,takeaway_query
order a train ticket to los angeles,transport_ticket
what does happy mean,qa_definition
i was not so clear about your words.,general_explain
send mom the following email,email_sendemail
open tic tac toe,play_game
find a taxi for me,transport_taxi
lessen the speaker volume,audio_volume_down
please turn off the wemo plug,iot_wemo_off
tweet freedom pop customer service i am dissatisfied,social_post
who is the singer of song,music_query
remove list of due payment of rajesh,lists_remove
calculate a close integral of exponential function from zero to five,qa_factoid
tell me my latest email,email_query
list all set alarms,alarm_query
the answer is confirmed.,general_affirm
please put this playlist on shuffle,music_settings
turn off the garage light,iot_hue_lightoff
blanket definition,qa_definition
tweet to mcdonalds saying that i found a hair in their burger,social_post
define loquaciousness,qa_definition
how hot is it in quebec,weather_query
book for me a train ticket to washingdon dc,transport_ticket
tweet complaint to dominoes,social_post
play a song that will make me smile,play_music
write a tweet to burger king expressing my disapproval,social_post
what is bob stevens phone number it is in my contacts,email_querycontact
save this post about the song that i just listened to,music_likeness
check how many likes did i got on my most recent post,social_query
what time does the last train arrive in dallas,transport_query
i like justin beibers music please play it,music_likeness
down,audio_volume_down
talk quieter please,audio_volume_down
"hmm, not correct response.",general_negate
play hurt by johnny cash next,play_music
try it once more please.,general_repeat
start playing ringcast,play_podcasts
play back the last message,email_query
what is on my to do list,lists_query
i love this song,music_likeness
when is the last train today,transport_query
turn the light off in the living room,iot_hue_lightoff
play games,play_game
can i see my work lists,lists_query
open calendar schedule event meeting,calendar_set
what do you mean.,general_explain
what went on in the world today,news_query
yes perfectly.,general_affirm
i need to hear that sentence said again.,general_repeat
send message via email,email_sendemail
check if any alarm is there after five am,alarm_query
what alarms are on right now,alarm_query
this is not the correct answer.,general_negate
minimize the lights,iot_hue_lightdim
remove six am alarm of whole week for future,alarm_remove
what's the best pizza shop nearby,recommendation_locations
refer the stock price of hdfc,qa_stock
count the number of food items on the list,lists_query
how is the traffic in florida,transport_traffic
please would you confirm detail.,general_confirm
cancel list,lists_remove
"that is enough, just cancel it.",general_commandstop
what events are happening near me,recommendation_events
what time i am waking up tomorrow,alarm_query
"you are hero, appreciated.",general_praise
i took my truck to the shop,general_quirky
show john's contact information,email_querycontact
hail taxi,transport_taxi
delete the list item about the meeting,lists_remove
what movie theatres are in stephenville,recommendation_movies
cut down the volume,audio_volume_down
good response to the command.,general_affirm
review all alarms,alarm_query
start my bible study book again,play_audiobook
dim the garden light by half,iot_hue_lightdim
when does olive garden close today,recommendation_locations
replay the last utterance said.,general_repeat
does pizza hut have delivery,takeaway_query
where should i go this weekend,recommendation_events
start vacuum cleaner now,iot_cleaning
anything would be okay with me.,general_dontcare
tweet consumer service that the goods are of low quality,social_post
please describe a car,qa_definition
volume up,audio_volume_up
what is the time difference between eastern time and pacific time,datetime_convert
brighten the lamp next to the sofa,iot_hue_lightup
could you tell me one more time please.,general_repeat
siri what is dollars in yen,qa_currency
play the davinci code,play_audiobook
where do people shop for clothes here,recommendation_locations
"s1, please again elaborate me about your answer.",general_explain
remove the bank transaction list,lists_remove
could you again elaborate me on your answers please.,general_explain
what is the current weather conditions in chicago illinois,weather_query
set my alarm for tuesday at six pm,alarm_set
tell me all the takeaways nearby and i want to order food,takeaway_query
wake me up at ten,alarm_set
turn off lights in all bathrooms,iot_hue_lightoff
i want some curry to go any recommendations,takeaway_query
"i appreciate it, that's amazing.",general_praise
what are the events conducted in new york,recommendation_events
is everyone on my facebook list watching the game,social_query
create a new list called grocery store please,lists_createoradd
complaint on service provider on my twitter,social_post
change your colors to something different,iot_hue_lightchange
do i have the address for the apple store in my contacts,email_querycontact
do they deliver,takeaway_query
show me train tickets,transport_ticket
stock price fb,qa_stock
i need to change the color of this light,iot_hue_lightchange
what time is it in karachi right now,datetime_query
make the room blue,iot_hue_lightchange
"uh no, i think not correct response.",general_negate
give me some funny facebook posts,social_query
generate fresh list,lists_createoradd
i like you confirm details please.,general_confirm
you understood command perfectly.,general_affirm
from wangs kitchen restaurant home delivery for a chicken manchow soup,takeaway_order
get the duet game,play_game
what is the time difference between here and there,datetime_convert
how many calories are in a one divided by of peanuts,cooking_recipe
change the lights to my favorite color,iot_hue_lightchange
"awesome work, you've done well.",general_praise
give me instructions on how to cook chicken,cooking_recipe
can you take five and divide it by three,qa_maths
quieter,audio_volume_down
tell me the name of the song,music_query
what's interesting around here,recommendation_events
Speak louder please,audio_volume_up
can you set a reminder for wednesday at one pm for my meeting,calendar_set
where is morocco located,qa_factoid
hello my item which i bought from some one has gone out of order,social_post
have i gotten any emails from mom lately,email_query
check the dish price and all,takeaway_query
change the alarm weekly settings,alarm_remove
call china king chinese restaurant,takeaway_order
tell me a nice chinese restaurant,recommendation_locations
turn off kitchen light,iot_hue_lightoff
when can i pick up my order,takeaway_query
what is the track information currently,music_query
plan me a holiday trip,general_quirky
please increase the volume of the current song,audio_volume_up
change the time zone from washington to new york,datetime_convert
olly i need the living room vacuumed can you turn on the vacuum cleaner,iot_cleaning
what new movies are played in cinemas this week,recommendation_movies
can you turn on the vacuum cleaner,iot_cleaning
show me my social media notifications,social_query
make it brighter in here,iot_hue_lightup
order a medium pizza with pepperoni and bacon on its,takeaway_order
tell me when i need to leave the airport,calendar_set
lets listen to hunt for read october,play_audiobook
make the volume to zero,audio_volume_mute
dim the lights in the bathroom,iot_hue_lightdim
clear list things to do this weekend,lists_remove
top ten movies,recommendation_movies
book my first class ac train ticket from new york to san francisco,transport_ticket
how high is the s n. p,qa_stock
music change,music_settings
i want you to check what just said please.,general_confirm
which is the next event coming up,calendar_query
wine shop,recommendation_locations
turn off smart socket,iot_wemo_off
what is email id of john,email_querycontact
can i order takeaway from spanish place,takeaway_order
i would like to know the meaning of word,qa_definition
let me know what maria has put on her facebook over the weekend,social_query
can you tell me which movie is going on in the nearby multiplex,recommendation_movies
commence coffee making,iot_coffee
add a new email address which is,email_addcontact
increase volume,audio_volume_up
lower the lights please,iot_hue_lightdim
i want to resume where i last left off in my audio book,play_audiobook
"that's good one, thank you very much.",general_praise
could you tell me once again please.,general_repeat
"oops, you're wrong.",general_negate
"would not bother, olly.",general_dontcare
today is monday is it,datetime_query
wemo socket on,iot_wemo_on
what is your prescription for long and healthy life,general_quirky
are there any traffic restrictions due to the president's visit,transport_traffic
lower volume of music player,audio_volume_down
answer email,email_sendemail
i want to email my supervisor,email_sendemail
reply to the mail with the following content hello you,email_sendemail
please lower the speaker volume,audio_volume_down
how cold is today,weather_query
what is my most played podcast,play_podcasts
would you please check instruction.,general_confirm
play the podcast named ringcast,play_podcasts
how is the traffic situation in houston street,transport_traffic
play random radio station,play_radio
pull up peking garden online,takeaway_order
it is five forty five am in liverpool what time is now new york,datetime_convert
"that's helpful, i appreciate it.",general_praise
start a takeaway order for me,takeaway_order
what is joe joe's home address,email_querycontact
set an alarm at six in the morning,alarm_set
play the jazz station,play_radio
what's happened in the news recently,news_query
what am i up to this weekend,calendar_query
could you please help me to order some sushi from deliveroo,takeaway_order
"shit, not correct response.",general_negate
how long do i need to cook a brisket for it to be medium,cooking_recipe
excellent response to the command.,general_affirm
please activate my coffee pot for me,iot_coffee
will you just stop please.,general_commandstop
was my meeting today rescheduled,calendar_query
increase the volume please,audio_volume_up
"olly that is all, just stop it.",general_commandstop
email my mom,email_sendemail
did i get any replies from jan,email_query
will you check and confirm my last command.,general_confirm
is there anything new in my email folder,email_query
where is kansas located,qa_factoid
audio start,play_audiobook
list phone and email id of robert,email_querycontact
save settings,music_settings
"that is of no importance for me, olly.",general_dontcare
please give me directions to a park near me,transport_query
remember this email,email_addcontact
order mcdonalds,takeaway_order
please let me know when is sam's birthday,email_querycontact
are there any events happening this weekend,recommendation_events
this item should be removed from list,lists_remove
which day this week do i have plans,calendar_query
just to confirm you set the alarm to go off at eight hundred,alarm_query
tell me the latest stock of pepsi,qa_stock
speak quieter,audio_volume_down
please add the meeting with ms boland on wednesday eight hundred am to my calendar,calendar_set
what is the title and artist of this song,music_query
shuffle the songs in the music library,music_settings
show me the answer for this problem two hundred and forty six plus six hundred and fifty four,qa_maths
how does production and population affects us,general_quirky
i need you to book a taxi for me,transport_taxi
define session,qa_definition
give me my facebook update every three hours,social_query
how many eggs should i put in my cake mixture,cooking_recipe
disable music player,audio_volume_mute
set the volume to low,audio_volume_down
tweet complaint to sony consumer service,social_post
adjust the light option,iot_hue_lightchange
can you check the facts on this issue,calendar_query
my games to play in my computers,play_game
change the light in the bathroom to yellow,iot_hue_lightchange
i would like to hear what i've said again.,general_repeat
i would like to hear some rap music,play_music
any local news stories for my home city,news_query
i have no idea regarding to what to select.,general_dontcare
do not mind for any one.,general_dontcare
please send the email to abc@gmail dot com instead of xyz@gmail dot com,email_sendemail
get rid of my eight am alarm,alarm_remove
please give me the time,datetime_query
find out what song this is and tell me the name,music_query
save the opinion that i just posted to this song,music_likeness
what is the highest mountain in the world,qa_factoid
any one is okay to me.,general_dontcare
please add an email to my contacts,email_addcontact
please turn off the lamp,iot_hue_lightoff
please turn off the light of the bathroom,iot_hue_lightoff
"it is of no importance to me, olly.",general_dontcare
start robot vacuum cleaner,iot_cleaning
save this music to my favorites,music_likeness
i want the light switched off can you do it for me,iot_hue_lightoff
what is the weather forecast for chicago,weather_query
lessen the the light glow,iot_hue_lightdim
what is twenty percent of one hundred and fifty,qa_maths
let us do it again.,general_repeat
i did not catch that.,general_explain
you've understood my instructions exactly.,general_affirm
jlo fan updates,general_quirky
what is the best recipe for tacos,cooking_recipe
resume inkheart,play_audiobook
can you make some coffee,iot_coffee
change the lights to a different hue,iot_hue_lightchange
turn on spotify shuffle,music_settings
fast and the furious,recommendation_movies
clap on,iot_hue_lighton
what is the yen us dollar exchange rate,qa_currency
are there any alarms for today,alarm_query
we're out of paint so take bathroom painting off the list,lists_remove
what is hair made up of,qa_factoid
delete my to do list,lists_remove
set an alarm for tomorrow morning at eight,alarm_set
give me some lavender toned light,iot_hue_lightchange
how do i cook a pasta,cooking_recipe
stock google find out,qa_stock
can i go outing without any raincoat,weather_query
what is the capital of china,qa_factoid
make me laugh,general_joke
i don't need tesco item any more delete it,lists_remove
"s1, again elaborate me on what you have just said please.",general_explain
queue up ymca,play_music
please can i know what time will it be at six pm here in australia,datetime_convert
send a snotty tweet to bbc,social_post
increase the brightness of the lights,iot_hue_lightup
what is the difference between the rate of the american dollar and the pound,qa_currency
delete my six am alarm,alarm_remove
please will you replay.,general_repeat
i do not think that was correct.,general_negate
just let me know the population of india,qa_factoid
are there any unread messages in my inbox,email_query
turn off the fan,iot_wemo_off
can i get an order delivered from romero's,takeaway_query
eight am in manila is what in new york,datetime_convert
i need to leave on the five pm train to rockville,transport_ticket
remove the event from monday,calendar_remove
yeap that's correct.,general_affirm
would you check the details please.,general_confirm
date and time,datetime_query
find the sum of thirteen and fourteen,qa_maths
how to make sausage,cooking_recipe
traffic,transport_traffic
the music of this song is very melodious and relaxing,music_likeness
can i have cup of coffee,iot_coffee
hi please remind the next meeting with my boss it will be at eleven am next monday,calendar_set
can you shut off please.,general_commandstop
how much is a train ticket to san fransisco,transport_query
turn the lamp off,iot_hue_lightoff
turn on the smart plug,iot_wemo_on
i think you have done the task all wrong.,general_negate
please stop talking,audio_volume_mute
is there a way to pull up information about a contact,email_querycontact
you've done your understanding correcly.,general_affirm
are there any emails i haven't read yet,email_query
temperature this hour,weather_query
tell the golden fork that i want their fish risotto delivered,takeaway_order
i did not ask for that.,general_negate
please check what said.,general_confirm
recommend me some shops to shopping in angel,recommendation_locations
switch on the radio,play_radio
what is the dollar price in inr,qa_currency
